,metricType,symbol,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
1710,management,SGMO,0.16683,0.16683,,,-290911.6,-269545.2,4.92655,4.92655,312280.5,289344.6,-15.54168,-19.56941,-27.47684,-23.82414,-23.82414,-15.54168,-22.23575,-17.69306,-17.69306
1711,management,RRGB,1.26351,1.26351,39.3522,39.3522,-304.7292,-321.4431,55.4788,55.4788,50705.2,53486.29,-0.75935,1.60731,3.90371,-2.12639,-2.12639,-0.75935,1.97046,-0.92121,-0.92121
1713,management,LCUT,0.99405,0.99405,2.76468,2.76468,-30953.1,-32058.57,5.7882,5.7882,506829,524930,-6.0709,12.89386,29.63103,-17.22146,-17.22146,-6.0709,15.60194,-6.97786,-6.97786
1714,management,IBTX,,,,,150810.6,,,,456129.1,,1.55381,1.2704,8.6834,9.70471,9.70471,1.55381,,,
1716,management,FFBC,,,,,93124.12,,,,289434.4,,1.39008,1.23743,10.04687,9.15752,9.15752,1.39008,,,
1718,management,BZUN,1.30992,1.30992,3.58635,3.58635,,,4.28114,4.28114,,,4.98762,5.75296,10.65898,11.85338,11.85338,4.98762,9.24732,7.92781,7.92781
1719,management,BIP,0.14204,0.14204,17.72846,17.72846,,,4.73752,4.21399,,,1.39953,2.08456,2.51796,0.52484,0.52484,1.39953,3.03009,2.17883,2.17883
1720,management,BHE,1.23951,1.23951,6.61734,6.61734,2220.379,2209.906,4.14746,4.14746,214985.3,213971.2,1.28017,2.77599,4.23119,2.18206,2.18206,1.28017,3.5847,1.75913,1.75913
1721,management,BGFV,1.79814,1.79814,2.26566,2.26566,965.1429,959.6591,71.61301,71.61301,113885.1,113238.1,1.52387,1.88739,4.58329,4.75463,4.75463,1.52387,3.03633,2.29809,2.29809
1722,management,SONA,,,,,95034.38,,,,275604.6,,1.22309,1.03166,8.26421,9.14282,9.14282,1.22309,,,
1724,management,SASR,,,,,124928.1,,,,361191,,1.38017,1.23425,10.51028,10.5806,10.5806,1.38017,,,
1725,management,NXST,0.28875,0.28875,,,21640.72,17388.7,4.24722,4.24722,278351.9,223660.6,2.24489,3.50199,19.97279,11.85597,11.85597,2.24489,3.79583,2.40359,2.40359
1726,management,EVBN,,,,,69872.69,,,,288037,,1.19462,1.05602,11.18044,12.14856,12.14856,1.19462,,,
1728,management,BYD,0.53619,0.53619,81.33878,81.33878,6598.824,6487.078,60.73384,60.73384,139235.2,136877.3,2.54119,2.39451,13.19546,13.07649,13.07649,2.54119,2.60645,2.77043,2.77043
1729,management,BVSN,0.63807,0.6174,,,,,6.62861,12.74955,,,-88.4285,25.51735,32.16018,-23.10799,-160.7348,-41.2704,31.09888,-142.1608,-66.61034
1730,management,BR,1.21418,1.12456,,,45961.91,38363.64,6.82127,7.11672,415447.6,395754.5,13.43279,12.53963,36.11024,37.54448,43.44225,10.90129,16.25543,17.2188,14.0211
1731,management,BMI,1.04256,1.04256,3.20853,3.20853,30456.42,30106.57,6.65218,6.65218,274128.5,270979.6,11.58309,9.00908,12.55988,14.86894,14.86894,11.58309,11.58201,13.53091,13.53091
1732,management,BIG,2.04242,2.04242,3.39375,3.39375,,,,,,,9.30295,9.48925,24.946,31.51943,31.51943,9.30295,14.71286,13.09467,13.09467
1733,management,BDC,0.59317,0.59317,4.8721,4.87196,13736.38,15698.71,5.32438,5.32438,266409.8,304468.3,3.05844,3.36986,8.43588,7.77292,7.77292,3.05844,4.08077,3.82882,3.82882
1734,management,BCO,1.05237,1.05237,,,-47.00162,507.8125,5.96421,5.96421,59695.3,57550,-0.08286,0.79001,6.49757,16.38205,-4.10999,0.9286,1.13749,-0.11329,1.26961
1735,management,BAP,,,,,36239.36,,,,136621.1,,2.38393,2.36035,18.66987,17.03492,17.03491,2.38393,,,
1737,management,ZION,,,,,80043.16,,,,277993,,1.18331,0.97018,8.33835,11.24719,11.24719,1.18331,,,
1739,management,VRA,1.10389,1.10389,2.07644,2.07644,,,24.82639,24.82639,,,3.39809,4.80626,6.4606,5.36265,5.36265,3.39809,5.70561,4.14127,4.14127
1740,management,SFBS,,,,,305200.4,,,,637274,,1.76046,1.59435,18.18281,19.16396,19.16396,1.76046,,,
1741,management,SBNY,,,,,,,,,,,,,,,,,,,
1743,management,PBH,0.27099,0.26718,3.5231,3.36111,-68190.48,-65459.62,6.772,6.68431,1858623,1832310,-0.99422,1.7822,6.7345,-2.84891,-3.14803,-0.9545,1.85176,-1.03,-0.9932
1744,management,JBSS,2.17108,2.17687,4.3329,4.11689,27031.51,35362.59,13.86427,15.32313,600137.7,600588.4,9.77901,8.41841,14.1042,22.4894,15.86391,12.8174,11.48822,13.02384,18.30771
1745,management,JACK,1.06641,0.76771,213.5718,191.4023,17643.65,13177.5,27.89346,33.52089,182712.9,185960.4,10.29778,10.23806,,,,5.44014,12.71782,12.74054,6.79391
1746,management,CTIC,0.04915,0.04915,,,-1127409,-1600920,0.48907,0.48907,94225.35,133800,-58.80892,-67.27348,-162.8674,-97.15715,-97.15715,-58.80892,-106.9648,-75.45672,-75.45672
1747,management,BZH,1.02196,1.03328,1.10938,1.08444,-63920.32,-69658.92,81.80475,108.4615,1680273,1745646,-3.88771,3.3859,12.36057,-14.29492,-13.42954,-4.12325,3.74343,-4.34036,-4.53682
1748,management,BV,0.82625,0.84113,70.19273,67.21211,2203.474,1943.876,5.60361,5.83052,119335,117190.8,1.52564,,,3.24506,3.53626,1.39521,,1.72216,1.57381
1750,management,BRC,1.04835,0.99919,4.99311,4.81201,21342.76,23351.64,7.26775,7.328,188722.8,188300.8,11.85581,7.8228,12.22356,16.62732,16.2744,12.39117,9.63877,14.73677,14.84761
1751,management,BEBE,0,0,,,-74865.23,-276590.4,,,,0,-33.04881,-16.6362,-23.3288,-43.17391,-65.24259,-23.13992,-20.47263,-56.03906,-37.27391
1754,management,TECH,0.41063,0.38754,2.72233,2.70612,45210.35,86726.22,5.54004,6.61852,336002.8,330979.1,5.52517,7.10527,10.07995,16.12829,8.56009,10.15464,7.52314,5.8294,10.68975
1755,management,SPB,0.58361,0.60237,4.40353,3.71769,-14361.54,-15038.46,11.28554,8.21061,292469.2,291792.3,-2.8658,0.1594,-5.34471,-13.80298,-11.46481,-3.10451,0.22493,-3.57574,-4.78305
1756,management,NRIM,,,,,48062.72,,,,236441.3,,1.31497,1.18122,9.3079,10.0183,10.0183,1.31497,,,
1758,management,NAVB,0.11776,0.11776,,,-810781.5,-841965.4,1.42621,1.42618,48728.15,50601.54,-195.9384,-121.0564,,-16858.73,-16858.73,-195.9384,,-850.2256,-850.2256
1760,management,IBKR,0.03933,0.03933,,,712696.3,662811.9,0.08708,0.08708,1701571,1582471,1.64722,1.52063,13.4633,11.77762,11.77762,1.64722,13.22071,17.68001,17.68001
1764,management,TLRD,1.35926,1.35926,2.41092,2.41092,,,77.18456,77.18456,,,1.19671,-7.21586,-343.3162,,,1.19671,-9.34904,1.65143,1.65143
1766,management,NYCB,,,,,138635.9,,,,365548.3,,0.74861,0.67228,5.17958,5.79039,5.79039,0.74861,,,
1767,management,NBIX,0.68553,0.68553,0.52771,0.52771,57606.23,52874.29,8.56705,8.56705,1226595,1125839,3.21957,-9.18027,-15.60452,6.62296,6.62296,3.21957,-10.71016,4.4981,4.4981
1768,management,NBHC,,,,,,,,,,,1.38893,0.807,6.40474,10.98154,10.98154,1.38893,,,
1769,management,FMBI,,,,,95843.57,,,,360537.9,,1.19761,1.00691,7.97213,8.95013,8.95013,1.19761,,,
1770,management,FIVE,1.26883,1.26883,4.13189,4.13189,44317.98,39785.45,,,467526.6,419711.4,12.02752,15.16202,26.27715,25.46506,25.46506,12.02752,19.74695,15.17953,15.17953
1772,management,CNOB,,,,,,,,,,,1.2615,1.06436,9.15791,10.86894,10.86894,1.2615,,,
1773,management,CALA,0,0,,,-1044884,-966236.6,,,,0,-57.69632,-40.32614,-46.71368,-66.77566,-66.77566,-57.69632,-45.97841,-64.88368,-64.88368
1775,management,BXS,,,,,,,,,,,1.19967,1.08528,9.16088,9.91847,9.91847,1.19967,,,
1776,management,BPTH,0,0,,,,-955444.4,,,,0,-68.23249,-68.17592,-82.61272,-77.10725,-77.10725,-68.23249,-75.22854,-75.98303,-75.98303
1777,management,BOH,,,,,106412.2,,,,320797.5,,1.28216,1.18087,16.40075,17.68377,17.68377,1.28216,,,
1778,management,BKU,,,,,193988.8,,,,557614,,0.96285,1.23001,12.62655,10.15227,10.1523,0.96285,,,
1779,management,BKH,0.23894,0.23894,9.08741,9.07866,73470.64,72459.92,11.00706,11.79546,597520.3,589300.3,2.93796,4.23091,14.11759,8.77301,8.77301,2.93796,4.74941,3.31903,3.31903
1780,management,BH,0.61678,0.61678,87.40611,87.40038,3067.252,4161.012,35.783,35.783,45207.03,61327.53,4.1848,2.69055,5.20032,7.64776,7.64776,4.1848,3.04092,4.7618,4.7618
1781,management,BFAM,0.70439,0.70439,,,5372.628,5336.864,14.72696,14.72696,61415.25,61006.42,6.16206,5.40696,17.35123,20.60677,20.60677,6.16206,6.47502,7.3813,7.3813
1782,management,BDN,0.14238,0.14238,,,103690.7,102459.9,3.11931,3.11931,1742994,1722306,0.84703,1.42075,2.97694,1.94845,1.94845,0.84703,1.47558,0.88521,0.88521
1783,management,SBLK,0.26238,0.26238,10.94112,11.26359,,,16.57666,16.57666,,,-0.51926,-4.84612,-9.46156,-1.05748,-1.05748,-0.51926,-5.22218,-0.56765,-0.56765
1784,management,SBCF,,,,,111632.6,,,,339570.4,,1.4252,1.03991,8.9932,10.67503,10.67503,1.4252,,,
1785,management,RY.TO,,,,,152319.5,,,,544402.4,,0.93144,0.95338,17.04914,16.97342,16.63628,0.92932,,,
1786,management,ROLL,0.61352,0.59146,1.32849,1.26741,49397.98,54719.59,5.67403,6.06893,329897.2,320115,9.18669,7.91037,11.07607,12.3052,11.6679,10.11023,8.60946,10.04332,10.92538
1787,management,PSB,0.20891,0.20891,3.75909,3.643,1311717,1315948,307.5821,307.5821,2764283,2773200,9.9135,8.94442,13.33737,13.53258,13.53258,9.9135,10.31645,11.60502,11.61096
1788,management,PBIP,,,,,114819.3,,,,335481.9,,0.80401,0.6628,4.13897,7.34055,7.11141,0.83126,,,
1789,management,PB,,,,,95877.76,,,,236427.8,,1.21194,1.27822,7.60117,6.63534,6.63534,1.21194,,,
1790,management,HTBX,0.19995,0.10948,,,-677195.5,-740742.3,267.1824,58.89956,236483.7,103604.3,-57.25743,-94.10302,-138.0914,-104.6434,-83.55669,-78.27833,-118.9385,-74.76745,-92.8107
1791,management,HTBI,,,,,55244.08,,,,267293.5,,0.79114,0.56788,4.31433,6.94836,6.51039,0.84218,,,
1792,management,GBDC,0.05531,0.06431,,,,,14.69242,20.28136,,,-0.5964,2.88595,5.60773,0.62805,-1.1642,0.30499,2.91863,-0.6038,0.31232
1793,management,FRBK,,,,,-6529.851,,,,189449.6,,-0.11486,0.27163,2.96718,-1.41598,-1.41598,-0.11486,,,
1794,management,FIZZ,2.22629,1.71265,9.56914,9.32549,89715.29,73106.71,11.98699,13.13845,645926.8,596285.4,30.92187,29.57777,42.86146,32.50967,41.86142,20.99769,39.08906,39.71505,29.62016
1796,management,FCNCA,,,,,69710.56,,,,263257.1,,1.21588,0.96091,10.27067,12.92896,12.92896,1.21588,,,
1799,management,BWXT,1.06336,1.06336,170.0835,170.1676,38531.81,37934.42,24.4356,24.4356,298412.6,293786,13.73044,11.30435,59.95269,76.3136,76.3136,13.73044,15.44473,17.5906,17.5906
1800,management,BMTC,,,,,93738.72,,,,363935.1,,1.19398,1.09837,9.34272,10.0493,10.0493,1.19398,,,
1802,management,BLKB,0.49909,0.49909,,,3419.874,3297.701,9.68942,9.68942,258593.6,249355.6,0.66004,2.44694,12.43093,3.09079,3.09079,0.66004,4.92606,1.31306,1.31306
1803,management,BBSI,1.16549,1.16549,,,386.2696,379.9977,5.97993,5.97993,7537.191,7414.809,5.97297,4.94397,36.12066,33.20909,33.20909,5.97297,9.07747,10.18649,10.18649
1807,management,MBII,0.49249,0.49249,1.61974,1.61974,,-328991.2,6.79537,6.79537,,259938,-62.33024,-59.18143,,-203.7376,-203.7321,-62.33191,-86.73817,-85.57781,-85.58011
1808,management,JBT,1.15905,1.15905,5.96985,5.96985,21196.72,20203.13,5.66434,5.66434,318967.2,304015.6,7.70239,7.32138,29.25133,25.19486,25.19486,7.70239,10.93786,10.78579,10.78579
1812,management,FBP,,,,,62959.19,,,,247377.5,,1.34684,0.8926,5.91709,7.84184,7.84184,1.34684,,,
1813,management,FBHS,0.94071,0.94071,5.30676,5.30676,17252,17461.54,9.63577,9.63577,230584,233384.6,7.03824,7.48641,16.71897,18.75869,18.75869,7.03824,9.24261,9.22419,9.22419
1814,management,EGBN,,,,,304134,,,,744136.2,,1.64512,1.64643,13.1098,12.43187,12.43187,1.64512,,,
1816,management,CLBS,0,0,,,-744307.7,-716740.8,,,,0,-53.95564,-55.50609,-104.4236,-66.14397,-66.14397,-53.95564,-78.09908,-63.79114,-63.79114
1817,management,CBSH,,,,,92436.48,,,,295128.4,,1.64066,1.36804,13.11997,14.13375,14.13375,1.64066,,,
1820,management,BUSE,,,,,73511.6,,,,288209.9,,1.1835,1.14124,9.78005,9.29431,9.29431,1.1835,,,
1821,management,BURL,1.68024,1.68024,4.88468,4.88468,10222.33,9896.085,96.98387,96.98387,160140.6,155029.8,10.72557,10.15393,312.775,109.3286,109.3286,10.72557,15.85767,15.59905,15.59905
1822,management,BRO,0.3343,0.3343,,,40513.8,39523.36,2.67633,2.67633,243193.3,237247.9,5.56915,5.25071,11.53213,12.14455,12.14455,5.56915,7.32189,7.60295,7.60295
1823,management,BRKL,,,,,116084.7,,,,374461.6,,1.15098,1.02675,8.59166,9.50477,9.50477,1.15098,,,
1826,management,BNS.TO,,,,,88740.51,,,,313022.6,,0.84407,0.87472,14.06355,13.27355,13.1663,0.81131,,,
1828,management,BHB,,,,,49988.95,,,,262716,,0.62163,0.88452,8.84433,5.89841,5.89841,0.62163,,,
1829,management,BGG,1.22628,1.04226,3.36067,2.59074,-10223.01,-11464.62,9.63341,7.81574,353703.4,346885.8,-3.5443,1.17112,2.96651,-13.27346,-10.55092,-3.44467,1.55614,-5.22073,-5.34371
1830,management,BEAT,0.69014,0.69014,25.24049,25.24049,18652.5,17555.29,8.01254,8.01254,274441.9,258298.2,4.69053,6.713,12.67135,8.81131,8.81131,4.69053,7.53398,5.11402,5.11402
1831,management,BCC,2.83601,2.83601,7.69572,7.69572,13233.85,13442.69,21.58558,21.58558,759346.5,771329.6,4.94259,3.58629,8.59393,11.78016,11.78016,4.94259,4.62245,6.42317,6.42317
1832,management,BANC,,,,,34659.37,,,,379692.2,,0.25743,0.52021,4.53045,0.36652,0.36652,0.25743,,,
1835,management,WASH,,,,,115292.7,,,,334435.4,,1.34165,1.26336,13.59322,14.49632,14.49632,1.34165,,,
1836,management,WABC,,,,,107256.8,,,,272451,,1.43705,1.2318,11.33375,11.93594,11.93594,1.43705,,,
1837,management,UCBI,,,,,80381.3,,,,248477.4,,1.45725,1.14446,10.39141,11.91926,11.91926,1.45725,,,
1838,management,TD.TO,,,,,121028.3,,,,473606.5,,0.76315,0.77761,14.39097,15.07042,14.63956,0.80505,,,
1839,management,PPBI,,,,,159319.7,,,,481333.7,,1.37313,1.24219,8.10238,7.93855,7.93855,1.37313,,,
1841,management,NBTB,,,,,67628.39,,,,254584,,1.25591,1.05351,9.85901,11.31933,11.31933,1.25591,,,
1843,management,INBK,,,,,117390.7,,,,370958.1,,0.66055,0.71196,8.76703,8.50302,8.50302,0.66055,,,
1844,management,IBP,1.5631,1.5631,15.86249,15.86249,8414.691,8018.706,6.09688,6.09688,186620.9,177838.7,7.048,7.30813,27.0038,31.5165,31.5165,7.048,9.51887,8.86159,8.86159
1846,management,CSFL,,,,,93077.84,,,,308805.9,,1.53732,1.38147,9.60339,9.25658,9.25658,1.53732,,,
1849,management,CBU,,,,,62465.55,,,,217917.6,,1.53571,1.34409,9.04039,9.45151,9.45151,1.53571,,,
1850,management,CBLI,0.16072,0.24732,,,,,2.82317,4.78143,,,-52.35154,-44.23664,-215.593,,-966.0515,-61.62091,-165.6964,-970.8798,
1851,management,CATY,,,,,223665.9,,,,496975.2,,1.6006,1.44879,11.29586,12.64156,12.64156,1.6006,,,
1854,management,BRN,0.48611,0.5732,,,,,6.27436,5.47364,,,-49.98792,-3.90624,-12.67616,-113.4193,-143.8887,-33.052,-4.90899,-60.61508,-44.80898
1859,management,BLMN,1.36671,1.36671,15.98923,15.98923,1434.406,1426.777,37.29986,37.29986,44271.54,44036.05,4.42816,3.70375,47.52866,120.8606,120.8606,4.42816,5.28087,6.25521,6.25521
1860,management,BIOL,1.13264,1.3006,2.3841,2.01747,-114888.3,-114668.4,4.38798,4.09219,239766.2,214010.5,-54.27239,-32.72647,-61.36575,-285.3569,-109.6235,-69.68718,-51.8324,-84.79574,-139.6155
1862,management,WIFI,0.43842,0.43842,,,-23517.16,-25004.87,6.93126,6.93126,603638.4,641824.8,-1.70804,-3.82231,-15.3536,-9.35345,-9.35345,-1.70804,-5.33351,-2.36164,-2.36164
1865,management,SJT,1.36882,1.36882,,,,,,,,,111.5825,187.8301,264.5316,143.2416,143.2416,111.5825,237.5382,121.6966,121.6966
1867,management,PFBI,,,,,65571.81,,,,206598.9,,1.39413,1.12813,9.17955,10.58975,10.58975,1.39413,,,
1868,management,PEBK,,,,,45672.08,,,,206438.3,,1.25144,1.05581,10.05057,10.91578,10.91578,1.25144,,,
1869,management,NX,1.28765,1.28308,10.07216,8.69002,-18934.23,-18411.62,10.70725,13.16931,239957.3,246043.5,-10.16045,-0.52377,-0.92949,-18.58209,-19.44558,-9.60142,-0.61339,-11.99277,-10.86705
1870,management,LOB,,,,,32908.76,,,,379492.7,,0.42506,1.5497,11.15398,3.51558,3.51558,0.42506,,,
1871,management,KIN,0.0386,0.0386,0.15074,0.15074,-399928.3,-393519.2,4.66156,4.66156,27726.38,27282.05,-55.68012,-42.91141,-47.84765,-70.91747,-70.91747,-55.68012,-46.54124,-62.93048,-62.93048
1872,management,IBCP,,,,,55345.65,,,,203000,,1.34244,1.11036,11.07566,13.47577,13.47577,1.34244,,,
1873,management,GWB,,,,,108926.1,,,,313335.5,,1.34402,1.27006,8.52117,8.83296,8.94809,1.29676,,,
1875,management,FARM,1.32411,1.20201,4.33439,4.16175,-50305.38,-31543.06,11.21024,8.78459,408039.7,381214.3,-16.32433,1.15696,2.34283,-23.97251,-38.25426,-9.94583,1.57041,-23.48772,-12.51121
1876,management,EBSB,,,,,144699.8,,,,402270,,1.07002,0.95492,7.30812,9.56238,9.56238,1.07002,,,
1878,management,CCBG,,,,,38581.09,,,,195862.2,,1.01873,0.62136,6.21282,9.78617,9.78617,1.01873,,,
1882,management,BXMT,0.05691,0.05691,,,,,,,,,1.98195,2.37389,8.96122,8.57529,8.57526,1.98196,2.40112,2.00095,2.00095
1884,management,BSL,,,,,,,,,,,,,,,,,,,
1885,management,BRG,0.09634,0.09634,,,,,1.08381,1.08381,,,1.33609,0.16424,-18.09264,-26.61241,-26.61376,1.33609,0.17397,1.39835,1.39835
1886,management,BOSC,1.57281,1.47573,8.47465,7.53182,,,3.54352,3.88267,,,4.76902,2.19318,5.2969,6.26911,9.11225,3.4022,4.06581,7.41406,5.13111
1888,management,BLFS,,,,,,,,,,,,,,,,,,,
1889,management,BKEP,1.18696,1.18696,,,66349.55,68192.59,11.70346,11.70346,1337189,1374333,5.88954,-0.11705,-5.66959,-1.93473,-1.93473,5.88954,-0.12877,7.05707,7.05707
1892,management,BFS,0.14797,0.14797,,,972666.7,958149.3,4.38379,4.38379,3526530,3473896,4.08134,4.23229,23.01507,19.81618,19.81618,4.08134,4.56466,4.42413,4.42413
1894,management,BF-B,0.65724,0.63627,0.7989,0.79133,150736.8,177234,5.32692,4.62628,699789.5,722978.8,14.15719,17.24428,48.7457,47.62722,48.3294,15.59779,21.14977,16.66861,18.26354
1895,management,BERY,0.69359,0.74796,6.56626,6.7027,11222.22,7562.5,7.19741,8.53181,246611.1,202541.7,3.15625,3.49466,43.00882,22.42125,26.50049,2.79274,4.03859,3.61991,3.19303
1897,management,BBN,0.05235,0.05235,,,,,,,,,7.20417,4.94314,7.71241,11.42651,11.42651,7.20417,7.71241,11.42651,11.42651
1899,management,TRST,,,,,69352.52,,,,209110.3,,1.13632,1.03396,11.16461,11.25152,11.25152,1.13632,,,
1900,management,TOWN,,,,,,,,,,,1.24336,1.23271,8.89376,8.76618,8.76631,1.24334,,,
1901,management,TBNK,,,,,82687.97,,,,249522.6,,1.05859,0.92453,7.74706,9.12293,9.12209,1.05859,,,
1902,management,SQBG,0.11274,0.11274,,,,,2.28127,2.28127,,,-4.48146,-6.33898,-22.1388,-17.71774,-17.71774,-4.48146,-7.07717,-5.15034,-5.15034
1903,management,SPHS,0,0,,,-1129667,6166.667,,,,0,-33.82573,-57.68925,-119.9815,,-144.4433,0.32835,-69.77339,-41.8408,0.49661
1905,management,SBH,1.84773,1.60474,2.07234,1.98799,12212.91,8622.662,84.68124,91.21643,176240.5,128691,12.80419,11.20633,,,,10.75222,14.7269,16.53773,13.85488
1907,management,NWBI,,,,,54120.07,,,,225372.7,,1.09873,0.89435,6.95,8.45923,8.45923,1.09873,,,
1908,management,NML,0.00769,0.00769,,,,,,,,,-7.80249,-11.66322,-16.08887,-10.46671,-10.46671,-7.80249,-11.7093,-7.82013,-7.82013
1909,management,NKSH,,,,,73852.01,,,,196858.3,,1.35507,1.29342,8.88859,9.34101,9.34101,1.35507,,,
1910,management,NFBK,,,,,114304,,,,359639.2,,0.8503,0.82704,5.14809,5.90696,5.90696,0.8503,,,
1911,management,MNRO,0.94853,0.84427,4.5454,4.5738,9931.138,9607.234,91.62411,78.58901,149458.9,153691.8,6.30271,6.33091,12.115,10.91369,11.95012,5.27749,7.57954,7.52993,6.30455
1912,management,LBAI,,,,,105166.7,,,,331592.3,,1.12919,1.03265,9.5556,10.38916,10.38931,1.12919,,,
1913,management,GRBK,0.95406,0.95406,0.87531,0.87531,151298.8,139787,165.5846,165.5846,1862729,1721000,7.74926,7.67033,9.27722,11.83154,11.83154,7.74926,8.67686,8.81109,8.81109
1914,management,GBT,0.00298,0.00298,,,-1020138,-757857.9,,,8061.186,5988.636,-37.73899,-39.14221,-46.58185,-46.33393,-46.33393,-37.73899,-42.07159,-40.77382,-40.77382
1915,management,FBNK,0,0.0176,,,,,,,,,-9.14926,-15.67631,-24.80863,-9.55676,-10.46826,-5.57602,-23.03794,-11.01515,-7.14056
1916,management,ETV,0.01651,0.01651,,,,,9.25188,9.25188,,,17.79847,8.7531,8.84324,18.10451,18.10451,17.79847,8.77319,17.83572,17.83572
1917,management,CZWI,,,,,37927.86,,,,234420.8,,0.67133,,,6.55469,6.55469,0.67133,,,
1918,management,CBPO,0.2552,0.2552,0.70712,0.70712,73337.16,72011.98,4.47006,4.47006,226097.4,222011.9,8.27771,12.95089,13.3392,8.0238,8.0238,8.27771,15.6401,9.32517,9.32517
1919,management,BSTC,0.33683,0.33683,,,4078302,3495687,2.14631,2.14631,6364627,5455395,21.58352,21.39345,22.68559,22.03697,22.03697,21.58352,21.906,21.96382,21.96382
1920,management,BSRR,,,,,78689.28,,,,264433.3,,1.40574,1.14289,10.52701,12.35152,12.35117,1.40578,,,
1921,management,BSQR,2.15383,2.15383,,,,-122413.3,5.30639,5.30639,,790440,-33.35574,-7.73314,-12.51055,-65.49203,-65.49203,-33.35574,-11.88287,-58.50938,-58.50938
1923,management,BRX,0.1426,0.1426,23.60115,23.60115,587749.8,576044,5.05146,5.05146,2498948,2449178,3.35397,3.1273,9.81331,9.82527,9.82531,3.35397,3.17238,3.41163,3.41217
1924,management,BPFH,,,,,103528.7,,,,424498.4,,0.92802,0.86838,8.77607,10.32072,10.32072,0.92802,,,
1927,management,BLX,,,,,61877.78,,,,708827.8,,0.16053,1.03635,7.94864,8.47716,1.09389,1.27912,,,
1928,management,BLDR,2.35544,2.35544,9.15874,9.15874,14403.18,14038.54,11.47323,11.47323,472755.3,460786.8,7.1762,4.51756,33.06391,31.21233,31.21233,7.1762,6.08631,9.58296,9.58296
1929,management,BIOS,1.19441,1.12189,14.39343,20.76057,-30491.73,-45557.63,7.07537,7.88212,418973.4,1070130,-8.69262,-20.26316,-580.9782,-19.73021,,-4.77613,-25.60189,-10.58749,-5.49924
1930,management,BIF,,,,,,,,,,,,,,,,,,,
1931,management,BHLB,,,,,58564.18,,,,259163.5,,0.79849,0.76259,6.23249,6.22627,6.22627,0.79849,,,
1932,management,BDGE,,,,,106689.4,,,,345903,,1.0744,0.77998,7.97203,10.64056,10.64056,1.0744,,,
1935,management,BANF,,,,,69994.29,,,,217514.3,,1.67136,1.35221,12.67534,14.13991,14.13991,1.67136,,,
1936,management,XELB,0.25975,0.28128,,5.74258,13515.53,19790.12,3.63046,4.11146,440571.4,497740.8,0.79684,-0.90529,-1.39901,1.5752,1.10135,1.11836,-0.99389,0.87793,1.22367
1937,management,UBOH,,,,,,,,,,,1.24667,0.9758,9.24002,12.13373,12.13373,1.24667,,,
1938,management,TTOO,0.17964,0.17964,5.34194,5.34162,-388197.4,-390768.2,3.61527,3.61527,54835.53,55198.68,-127.175,-78.04868,-251.3143,,,-127.175,-143.3021,,
1939,management,TRIB,0.5644,0.52521,1.76005,1.73628,-40067.2,-52377.39,4.29539,3.8862,171591.5,162852.2,-13.179,-5.01281,-8.8839,-56.28557,-41.47918,-16.89219,-5.49209,-14.85693,-19.44224
1940,management,SVA,0.68655,,1.10595,,52372.73,44473.47,3.33706,,333067.4,296806.8,10.79553,5.55236,6.22718,,10.76758,,8.61634,15.91606,
1941,management,SALT,0.13341,0.13341,,,,,25.1982,25.1982,,,2.65272,-8.43905,-14.09435,5.14515,5.14515,2.65272,-8.92865,2.88748,2.88748
1942,management,RBC,0.71522,0.71522,3.27421,3.27421,10987.32,12402.86,6.391,6.391,146648.5,165541.9,5.35866,4.71446,9.35299,10.2497,10.2497,5.35866,5.59804,6.25806,6.25806
1944,management,PFBC,,,,,,,,,,,1.77211,1.54482,15.51882,17.58361,17.58338,1.77211,,,
1945,management,PBT,5.63375,5.63375,,,,,,,,,533.4545,655.0289,4026.913,4354.074,4354.074,533.4545,1635.111,1298.165,1298.165
