,metricType,symbol,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
0,management,AAPL,0.73888,0.74946,40.13446,36.56687,410825.3,419905.1,11.28444,13.71081,1934379,1953891,15.69236,16.0985,44.71466,55.46829,55.91722,16.1064,22.4014,22.89958,22.83302
1,management,BAC,,,,,133155.3,,,,442932,,1.14564,0.97437,8.51805,10.73393,10.73393,1.14564,,,
2,management,AMZN,1.44638,1.44637,8.78851,8.78851,16052.58,14538.85,15.07494,15.07489,388131.4,351530.1,5.98202,4.61216,19.03761,21.9451,21.9451,5.98202,8.38666,10.01498,10.01498
3,management,T,0.33445,0.33445,29.86371,,58268.48,60873.98,6.97392,6.97392,705031.1,736556.9,2.76411,3.20867,9.61561,7.54799,7.54799,2.76411,3.75153,3.24593,3.24593
4,management,GOOGL,0.63635,0.63635,68.2773,68.2773,315551.1,288841.8,7.01226,7.01226,1487178,1361298,13.50223,13.02152,16.55586,18.11961,18.11961,13.50223,15.01611,16.01595,16.01595
5,management,MO,0.47952,0.47952,5.36202,5.36202,-155641,-166027.4,170.8163,170.8163,3219231,3439726,-2.31834,14.81611,63.87611,-11.55695,-11.57599,-2.31452,19.29537,-3.22928,-3.22396
6,management,DAL,0.75333,0.75333,18.33044,18.33304,52994.93,52245.02,18.19156,18.19156,522578.7,515292,7.63955,7.57275,34.21577,32.81804,32.82493,7.63794,11.13613,11.08398,11.08166
7,management,AA,0.67828,0.67828,4.93041,4.93041,-61366.91,-61811.59,15.16424,15.16424,750575.6,756014.5,-5.54562,-0.52405,-5.70377,-23.12436,-23.12436,-5.54562,-0.74243,-7.92125,-7.92125
8,management,AXP,0.2332,0.2332,,,,,0.80481,0.80481,,,3.49372,3.34681,27.49404,29.23657,29.23657,3.49372,6.10306,6.53072,6.46358
9,management,DD,0.16725,0.16725,3.33634,3.33634,-10210.53,-19400,5.91314,5.95241,323488.7,614628.6,-0.52789,,,-1.04968,-1.04968,-0.52789,,-0.78309,-0.78309
10,management,BABA,0.44804,0.43701,31.23208,,133307.1,237414.6,20.60383,,630566.6,675494.1,9.47188,12.89099,22.94201,28.53605,20.4177,15.35962,17.82978,13.8339,22.15773
11,management,ABT,0.47244,0.47244,3.25345,3.25345,34295.24,33654.21,6.01565,6.01565,303847.6,298168.2,5.33244,3.95604,8.91819,11.68928,11.68928,5.33244,4.68263,6.27494,6.27494
12,management,UAA,1.15907,1.15907,2.92569,2.92569,19974,19974,7.73861,7.73861,752447.4,752447.4,3.07679,3.3491,5.32249,4.42236,4.42236,3.07679,4.43467,4.40332,4.40332
13,management,AMAT,0.79701,0.77629,2.28548,2.35206,124744.2,128500,5.77049,5.6044,679441.9,682590.9,14.63295,16.19795,34.42724,33.5171,35.6199,14.61397,21.03806,18.9621,18.63301
14,management,AMGN,0.37046,0.37046,1.33538,1.33538,349309.6,335128.2,6.11811,6.11811,1040624,998376.1,12.43548,10.83259,34.36295,70.73468,70.73468,12.43548,12.6749,15.71543,15.71543
15,management,AAL,0.75916,0.75916,10.45775,10.45835,12875.14,12676.69,26.48611,26.48611,349507.4,344120.3,2.7966,5.81756,163.4067,,,2.7966,8.19532,4.00627,4.00627
16,management,AIG,0.09817,0.09817,,,86213.39,89586.95,,,1044351,1085217,0.81038,0.27246,1.43575,5.39362,5.39362,0.81038,,,
17,management,ALL,0.38521,0.38521,,,106621.2,105875.9,,,983787.9,976911.3,4.17487,2.54839,13.48055,21.69155,21.69155,4.17487,,,
18,management,ADBE,0.56519,0.57276,,,134319,142934.2,7.66657,8.16895,507890.1,515213.9,14.94729,12.54859,22.55049,31.81643,29.70413,15.89002,16.67728,21.85296,21.44074
19,management,ACN,1.5935,1.46668,,,10191.88,10246.84,5.54343,5.35783,90883.3,90763.82,17.86996,18.66557,45.56673,34.51143,38.58205,16.55821,34.10432,30.05719,26.08143
20,management,ABBV,0.44813,0.44813,4.45056,4.45056,262733.3,262733.3,6.15353,6.15353,1108867,1108867,10.61785,9.90276,1503.966,,,10.61785,12.71555,13.63161,13.63161
21,management,MT.AS,0.7883,0.7883,3.5205,,-10822.98,-11332.96,17.65154,17.65154,319642.3,334704,-2.66917,0.19546,0.62066,-6.0888,-6.0888,-2.66917,0.2672,-3.66631,-3.66631
22,management,LLY,0.53656,0.53656,1.50146,1.50146,128287.1,137930.1,4.32377,4.32377,617370.9,663776.9,11.14954,8.75525,29.84135,74.59069,74.59069,11.14954,12.27905,15.89449,15.89449
23,management,AGN,0.16377,0.16377,2.46,2.5099,-307002.9,-302592,5.30952,5.30952,938128.3,924649.4,-5.35924,-3.71726,-6.7544,-8.55073,-8.55073,-5.35924,-4.00371,-5.86156,-5.86156
24,management,APA,0.31822,0.31822,3.20487,3.20487,-1118639,-1164085,5.5984,5.5984,1918578,1996522,-18.55426,-10.82437,-32.46741,-68.42561,-68.42561,-18.55426,-12.7355,-22.87951,-22.87951
25,management,ADP,0.35115,0.33031,,,39883.48,42467.24,6.40904,5.5535,246525.2,250194.8,5.68093,4.75231,37.5201,48.63797,45.25148,5.60651,23.61268,25.91827,28.89877
26,management,,,,,,,,,,,,,,,,,,,,
27,management,AKAM,0.46414,0.46414,,,62865.71,62031.46,5.6087,5.6087,379665,374626.8,7.68537,6.91569,10.31038,13.9576,13.9576,7.68537,7.85421,9.07049,9.07049
28,management,NLY,0.00787,0.00787,,,-12186430,-11692380,25.25865,25.25865,5234659,5022443,-1.83249,0.28306,1.36475,-17.59063,-17.59063,-1.83249,1.24923,-8.50198,-8.50198
29,management,,,,,,,,,,,,,,,,,,,,
30,management,ATVI,0.34392,0.34392,55.84,55.86667,157382.2,163478.3,6.89219,6.89219,679476.4,705326.1,7.96608,6.67981,11.99126,12.43129,12.42303,7.97138,8.01242,9.34179,9.348
31,management,ADSK,0.60032,0.60032,,,22751.27,21237.62,5.81271,5.81271,332416.3,324188.1,4.10872,-3.82094,-32.25178,,,3.93271,-6.65105,8.31833,7.96199
32,management,ADM,1.52437,1.52437,6.72958,6.72958,40688.66,37217.85,28.736,28.736,1855265,1697008,3.34316,3.6914,8.21622,7.42622,7.42622,3.34316,5.445,4.79208,4.79208
33,management,BMH.AX,1.73887,0.95503,5.21772,5.85671,,,3.8268,7.13438,,,-21.18823,,,1.67976,-32.32802,0.48204,,-32.10331,0.96221
34,management,WBA,2.01686,1.70966,11.30173,10.01441,16550.42,15965.52,19.83709,18.85068,575067.3,592293.1,5.80451,6.4263,15.52273,15.03146,16.08304,4.60846,9.00053,9.05903,7.06547
35,management,ARNA,0.86665,0.86665,,,1546907,1242359,239.297,239.297,3137864,2520097,42.72428,6.89522,10.35497,47.39221,47.39221,42.72428,7.8824,44.51552,44.51552
36,management,LUV,0.86033,0.86029,11.53535,11.53131,37943.14,37319.08,27.11971,27.1185,375050.2,368865.1,8.70382,9.41815,25.6649,23.05309,23.05309,8.70382,13.58978,12.86245,12.86245
37,management,ACAD,0.51244,0.51244,3.76486,3.76486,-505389.9,-469578.8,10.96074,10.96074,728412.4,676798.4,-35.55413,-50.25473,-55.81175,-39.93485,-39.93485,-35.55413,-55.62559,-39.57278,-39.57278
38,management,PANW,0.46242,0.48419,,,-13250.28,-24850.3,5.52621,6.53407,469115,444967.2,-1.30611,-4.00693,-16.88398,-13.00601,-5.96374,-2.70409,-6.16278,-1.95323,-3.96862
39,management,AMD,1.27192,1.27192,4.22879,4.22879,30511.63,28771.93,4.351,4.351,626139.6,590438.6,6.19803,-8.36145,-48.6807,16.02736,16.02736,6.19803,-14.40746,10.51114,10.51114
40,management,,,,,,,,,,,,,,,,,,,,
41,management,AEP,0.21509,0.21509,8.67215,8.67215,105613,106140.9,9.8069,9.8069,889477,893922.3,2.55392,2.37971,8.90696,9.91717,9.91717,2.55392,2.74076,2.94924,2.94924
42,management,ALXN,0.31713,0.31713,0.71721,0.71721,838027.2,780110.3,4.60965,4.60965,1739665,1619435,15.27679,5.34186,8.17602,23.52878,23.52878,15.27679,5.74659,16.51974,16.51974
43,management,AVGO,0.38425,0.29606,10.04705,10.00793,160941.2,138684.2,6.86422,6.18614,1329235,1192947,4.65239,4.66583,10.83294,10.64044,10.49265,3.44183,5.14239,5.0489,3.84593
44,management,EA,0.56439,0.53832,,,107263.2,291752.6,9.82143,6.7182,521052.6,555463.9,11.61849,14.37472,27.92206,44.98847,20.53194,28.27455,21.66796,15.94056,36.30532
45,management,DBK.DE,,,,,-58706.1,,,,289158.8,,-0.39791,-0.1827,-4.6439,-8.95756,-8.956,-0.39791,,,
46,management,AEM.TO,0.29982,0.29982,2.323,2.323,109205.3,107415.5,271.5529,271.5529,575813.6,566376.3,5.68616,1.52956,2.51168,9.79485,9.79485,5.68616,1.61549,6.10315,6.10315
47,management,APD,0.46792,0.4614,13.86588,14.72164,107476.1,111496.6,7.04578,7.00063,533427.1,513165.1,9.42785,7.40684,14.85365,16.85733,15.95173,10.02485,8.88719,10.79007,11.44605
48,management,AMBA,0.46017,0.46017,4.65871,4.65871,-59287.89,-58859.39,10.23432,10.23432,302755.8,300567.7,-9.01131,3.42345,3.91441,-10.32596,-10.32596,-9.01131,3.82328,-9.93553,-9.93553
49,management,NOVN.SW,0.36846,0.36846,2.15335,2.15335,59952.75,66081.93,5.70704,5.71106,407883.3,449582.7,5.41577,6.21745,11.19338,10.65271,10.65271,5.41577,7.69131,6.94197,6.94197
50,management,ANF,1.2198,1.2198,3.37571,3.37571,,,47.24833,47.24833,,,1.51369,1.57874,2.84741,3.47117,3.47117,1.51369,2.03105,1.97883,1.97883
51,management,LULU,1.48313,1.48313,3.80333,3.80333,37210.14,33978.74,104.7114,104.7114,229354.2,209436.6,24.06218,21.66452,29.12045,37.99643,37.99643,24.06218,26.31139,30.41555,30.41555
52,management,RAD,2.61021,2.33158,9.24053,8.80545,-11711.22,-7182.429,11.83197,12.66602,379974.7,406418,-8.04495,3.18046,63.74824,-30.89064,-47.84977,-4.12049,4.55095,-12.49739,-5.91079
53,management,BRK.AX,0.16261,0.12846,,,,,8.90925,7.03833,,,6.82079,-11.9565,-18.31868,10.93821,10.93821,6.82079,-16.11383,10.93821,10.93821
54,management,,,,,,,,,,,,,,,,,,,,
55,management,AGNC,0.02627,0.02627,,,12859810,13490200,11.94274,11.94274,54579440,57254900,0.61892,0.63187,5.33047,6.4308,6.4308,0.61892,2.47552,2.50916,2.50916
56,management,JBLU,0.70761,0.70752,30.37736,30.41509,35409.8,34495.3,36.62443,36.61991,503702.8,490633.5,4.97443,5.60455,13.41115,11.99916,11.99916,4.97443,7.33448,6.43338,6.43338
57,management,A,0.57389,0.5675,3.56872,3.54967,68874.6,46871.16,6.05275,5.82101,332025.7,321227,11.90463,8.31416,15.42976,15.45933,22.99517,8.2805,9.75441,14.53386,9.87974
58,management,ORLY,1.08568,1.08568,1.43072,1.43072,27106.58,26167.57,49.88431,49.88431,197788,190936.3,14.87909,15.14508,99.32618,370.4471,370.4471,14.87909,28.21536,26.92035,26.92035
59,management,FOLD,0.22222,0.22222,1.95827,1.95827,-652725.3,-610253.4,6.59729,6.59729,333767.4,312049.7,-43.45776,-34.02482,-77.7632,-86.99424,-86.99424,-43.45776,-38.08815,-50.01161,-50.01161
60,management,AZO,1.23305,1.06844,1.33097,1.25422,29090.63,29109.16,41.83775,37.827,214573,216920.7,16.71704,14.62447,,,,14.33773,32.52528,36.9664,28.2001
61,management,AN,2.012,2.012,5.12131,5.12131,17678.43,18032,55.76503,55.76503,836694.1,853428,4.25115,4.21443,17.05145,15.33829,15.33829,4.25115,9.07217,8.62767,8.62767
62,management,AZN.L,0.39965,0.39965,1.57652,1.59395,14640.56,13997.71,7.16334,4.30243,290949.9,278174.5,2.01101,3.83628,15.81226,10.43172,10.43172,2.01101,5.34073,2.9016,2.9016
63,management,AES,0.30797,0.30797,14.73684,14.73684,,,6.62915,6.62915,,,1.96164,1.46046,7.57377,9.73565,9.73565,1.96164,1.9761,2.58165,2.58165
64,management,ABI.BR,0.22243,0.22243,4.7597,4.702,51759.62,51759.62,10.04203,8.33132,271124,271124,4.2464,3.46641,9.54144,12.47727,12.47727,4.2464,4.30254,5.19482,5.19482
65,management,ARR,0.00707,0.00707,,,,,2.66727,2.66723,,,-2.29935,-0.47258,-5.20673,-20.72901,-20.72901,-2.29935,-3.42106,-15.70118,-15.70118
66,management,BDX,0.32725,0.33092,3.57932,3.43128,16191.62,11541.81,7.41424,8.09044,236646.7,247585.3,2.23907,2.79054,7.33321,3.09375,4.90599,1.54266,3.21653,2.54962,1.77777
67,management,AKS,1.3967,1.3967,4.09132,4.09132,6702.127,6774.193,10.47936,10.47936,676531.9,683806.4,1.38366,0.46654,,8.9101,8.9101,1.38366,0.68324,2.0122,2.0122
68,management,AB,0.17491,0.17491,,,64026.57,62598.53,,,71468.6,69874.57,15.66934,14.43519,14.45515,15.69593,15.69593,15.66934,14.43519,15.66934,15.66934
69,management,ACOR,0.1833,0.1833,1.28511,1.28507,-667398.6,-793505.8,8.45508,8.45512,470435.2,559328.5,-26.00439,-8.30756,-17.26893,-59.16019,-59.16019,-26.00439,-9.29155,-29.15146,-29.15146
70,management,CSGN.SW,,,,,73230.7,,,,480735.5,,0.44017,0.02798,0.50439,7.80897,7.80897,0.44017,,,
71,management,AFL,0.15239,0.15239,,,295435.3,300901.9,,,1997407,2035073,2.25395,2.13078,12.83404,12.60182,12.60564,2.25327,,,
72,management,ADI,0.28644,0.26634,3.30476,3.26863,84659.07,73748.72,9.39883,8.86457,372115.8,350824.9,6.51675,5.5219,9.76028,10.36522,11.83584,5.59878,6.00158,6.94163,5.96028
73,management,ACIW,0.46777,0.46777,,,17140.45,16690.39,3.55762,3.55762,321608.7,313164.3,2.49302,3.63842,9.29389,6.15756,6.15756,2.49302,4.43709,2.99958,2.99958
74,management,AMP,0.08919,0.08919,,,142867.9,151440,1.9246,1.9246,972830.2,1031200,1.30984,1.21557,26.95004,33.4541,33.4541,1.30984,1.33279,1.4636,1.4636
75,management,,,,,,,,,,,,,,,,,,,,
76,management,AMTD,0.14798,0.14359,,,239882.7,214936,0.25432,0.2629,653593.4,627791,5.43133,3.71607,19.22137,23.18756,26.43836,4.9162,13.91326,19.08301,16.1154
77,management,AEO,1.64685,1.64685,6.39938,6.39938,22500.82,23907.13,82.09949,40.54006,506848.5,538526.5,7.31097,11.12412,17.89682,15.08688,15.08688,7.31097,15.2198,9.71426,9.71426
78,management,AWK,0.16445,0.16445,36.32941,36.32941,89352.52,91323.53,11.60772,11.875,519424.5,530882.4,2.82883,2.81005,9.96882,10.36295,10.36295,2.82883,3.13696,3.12327,3.12327
79,management,NOVO-B.CO,1.03241,1.03241,1.15131,1.18245,912468.5,912137.3,5.1164,5.1164,2858472,2857434,32.95612,37.41452,77.62209,71.18759,71.18759,32.95612,70.35091,63.2147,63.2147
80,management,ALK,0.73466,0.73466,58.30303,58.34848,32372.13,31863.76,25.48911,25.48911,369648.5,363843.5,6.4338,7.49557,22.64605,19.02994,19.02994,6.4338,10.13139,8.65893,8.65893
81,management,PAA,1.24267,1.24264,49.44534,49.44373,440404,436000,11.09723,11.0969,6801818,6733600,8.04606,6.28107,14.09591,19.21875,19.20898,8.04606,7.58832,9.56518,9.56518
82,management,AAP,0.95706,0.95706,1.23959,1.23958,12326.48,12484.51,15.34955,15.34955,245797.5,248948.8,4.79956,4.97993,14.32791,13.71559,13.71559,4.79956,8.79696,8.16561,8.16561
83,management,NAT,0.16694,0.16694,3.08811,3.08811,,,7.43795,7.43795,,,-0.98496,-2.29057,-5.26541,-1.72867,-1.729,-0.98477,-2.34845,-1.03175,-1.03155
84,management,AIV,0.14046,0.14046,14.68266,14.68266,508027,534765.3,23.87845,,914294,962414.8,7.80455,6.85406,27.00487,27.78745,27.78745,7.80455,7.49485,8.40791,8.40791
85,management,AGIO,0.13482,0.13482,0.32122,0.32122,-808392.9,-767671.6,12.30686,12.30686,231654.2,219985.1,-47.04693,-43.34148,-60.38515,-61.96564,-61.96564,-47.04693,-49.64534,-52.658,-52.658
86,management,AEE,0.21052,0.21052,6.48311,6.48311,91845.16,89456.19,13.80841,13.80841,650845.2,633916.1,2.97072,2.81803,9.79862,10.55449,10.55449,2.97072,3.15236,3.29176,3.29176
87,management,UBSG.SW,,,,,61127.44,,,,434345.2,,0.44648,0.47902,8.45896,8.01042,8.01042,0.44648,,,
88,management,AVXL,0,0,,,-1813447,-1597093,,,,0,-102.0457,-87.93796,-110.4287,-118.3582,-123.4176,-95.49181,-106.4202,-123.4176,-118.3582
89,management,ARLP,0.78761,0.78761,1.53086,1.53086,113019.3,112972.2,11.65574,11.65574,544846.6,544619.6,16.33768,14.85917,23.62211,32.79415,32.79415,16.33768,17.41608,18.33925,18.33925
90,management,ANTM,1.39924,1.39924,,,71479.55,68087.82,,,1550335,1476771,6.45131,4.81372,12.42075,15.95182,15.95182,6.45131,,,
91,management,,,,,,,,,,,,,,,,,,,,
92,management,,,,,,,,,,,,,,,,,,,,
93,management,,,,,,,,,,,,,,,,,,,,
94,management,ABC,4.67425,4.59261,15.19635,15.07648,38006.28,29497.73,14.45467,13.5868,8352983,8275519,2.1268,2.10664,34.62675,21.634,28.16247,1.63701,8.72981,8.52986,6.8054
95,management,,,,,,,,,,,,,,,,,,,,
96,management,ATI,0.74036,0.74036,2.94515,2.94515,31964.5,33345.68,7.03738,7.03738,487869.8,508950.6,4.85076,-2.03518,-6.6852,12.9584,12.9584,4.85076,-2.41679,5.8455,5.8455
97,management,AVB,0.12398,0.12398,2.41294,2.41294,253214,251794.7,,,748792.4,744595.1,4.19241,4.94526,8.62226,7.251,7.251,4.19241,5.1418,4.36973,4.36973
98,management,,,,,,,,,,,,,,,,,,,,
99,management,ALNY,0.11071,0.11071,0.62331,0.62331,-742140.7,-669777.8,7.11499,7.11499,184045.2,166099.8,-44.64132,-35.68867,-44.08557,-64.66449,-64.66449,-44.64132,-39.35665,-51.55062,-51.55062
100,management,LH,0.67509,0.67509,34.44938,34.44938,13093.65,12690.77,5.94444,5.94444,183409.5,177766.2,4.81951,4.89848,12.27016,11.33275,11.33275,4.81951,5.62106,5.56279,5.56279
101,management,AVY,1.32569,1.32569,7.86062,7.86062,10206.67,10206.67,5.88709,5.88709,235670,235670,5.74145,7.69164,36.33664,28.12283,28.12283,5.74145,12.68215,9.54117,9.54117
102,management,,,,,,,,,,,,,,,,,,,,
103,management,ASH,0.32147,0.32091,2.91199,2.71565,9906.542,28510.64,4.97109,5.51181,465981.3,521276.6,0.68343,-0.43463,-1.35933,3.86724,1.51928,1.75519,-0.49686,0.77502,1.95978
104,management,,,,,,,,,,,,,,,,,,,,
105,management,ACHN,0,0,,,-976000,-1331589,,,,0,-22.83519,-18.28373,-19.07899,-29.96412,-23.79976,-28.37918,-19.06387,-23.79045,-29.87019
106,management,,,,,,,,,,,,,,,,,,,,
107,management,ABMD,0.83601,0.78126,1.97592,1.80103,206058.9,178826.4,9.56892,8.89286,612117.8,613643.3,28.14289,21.85947,25.33548,25.82932,31.85118,22.76714,24.64418,31.3951,25.34738
108,management,ABM,1.77555,1.72655,,,912.1429,1017.857,6.18944,6.0226,46418.57,46453.57,3.48902,2.65678,6.4758,9.44783,8.50964,3.7831,3.4587,4.54028,4.85983
109,management,LIFE,0.00949,0.00949,,,-552627.9,-540068.2,,,9813.953,9590.909,-53.43963,-55.76677,-88.09902,-86.09206,-86.09206,-53.43963,-64.85196,-72.73868,-72.73868
110,management,ATO,0.22992,0.21476,9.61074,11.13393,108763.5,111480.9,13.90263,6.345,617151.9,607125,4.05202,3.7759,10.06327,9.27176,9.71448,3.94338,4.34788,4.62445,4.31063
111,management,AON,0.39454,0.39454,,,31480,31480,1.13058,1.13058,220260,220260,5.63885,4.46029,23.26477,40.73877,40.73877,5.63885,8.84741,11.73838,11.73838
112,management,ADXS,0.38845,0.02357,,,-357247.3,-1065314,,,449118.3,34228.57,-30.89915,-62.05143,-86.55859,-94.33762,-52.25378,-73.36081,-74.30642,-41.46211,-86.70457
113,management,ADC,0.0799,0.0799,,,2097740,1969805,7.75423,7.75428,4869559,4572659,3.44206,4.00466,6.47962,5.44895,5.44895,3.44201,4.09517,3.52813,3.52808
114,management,,,,,,,,,,,,,,,,,,,,
115,management,SAVE,0.6275,0.6275,,,42477.67,41507.37,63.07122,63.07122,485338.8,474252.3,5.49199,6.68259,16.24697,16.00325,16.00325,5.49199,8.02771,6.53373,6.53373
116,management,AKRX,0.49027,0.49027,2.50063,2.50063,-102657.3,-101827.6,4.75065,4.75065,308931.2,306434.2,-16.29156,-3.86269,-11.5609,-66.87822,-66.87822,-16.29156,-4.5238,-27.86752,-27.86752
117,management,ADS,0.19624,0.19624,11.19142,11.19142,38063.16,63811.77,0.31038,0.31038,391670.2,656623.5,1.90709,2.53214,32.51051,27.1809,27.1809,1.90709,3.91046,3.23565,3.23565
118,management,,,,,,,,,,,,,,,,,,,,
119,management,AYI,1.1922,1.13118,5.8278,5.45238,26256,25466.67,6.12678,6.71702,293816,297900,10.65377,10.62187,18.5865,16.35012,18.05429,9.67012,13.55469,13.44421,11.99396
120,management,AMT,0.19998,0.19998,,,365763.3,351411.8,16.45745,16.45745,1446622,1389861,5.05619,3.87659,19.35932,36.33354,36.33354,5.05619,4.42062,6.12973,6.12973
121,management,,,,,,,,,,,,,,,,,,,,
122,management,ACM,1.38445,1.22489,,,-2144.393,-2490.256,3.58749,3.6535,233217.7,213621.4,-1.27298,0.71218,0.59977,-7.48684,-6.74645,-1.42789,1.20027,-2.29611,-2.49961
123,management,ATRS,1.1208,1.1208,3.69104,3.69104,-11819.24,-11387.64,3.40627,3.40627,722239.1,695865.2,-1.83416,-16.96565,-30.20867,-4.33578,-4.33578,-1.83416,-22.94638,-2.51146,-2.51146
124,management,ARW,1.69177,1.69177,6.96552,6.96552,-10074.52,-10283.32,3.31841,3.31841,1467860,1498282,-1.16113,2.70415,8.72022,-3.99307,-3.99307,-1.16113,5.24633,-2.33069,-2.33069
125,management,ARI,0.08134,0.08134,,,,,,,,,3.8413,4.57961,7.93885,8.08566,8.08566,3.8413,5.01233,5.03893,5.03893
126,management,AR,0.28705,0.28705,,,-501087.2,-535897.6,8.68532,8.68532,7536222,8059763,-1.90862,1.52314,1.1813,-4.64767,-4.64767,-1.90862,1.743,-2.0937,-2.0937
127,management,AMC,0.47222,0.47222,54.4099,,-35669.86,-37727.73,21.30037,21.30037,1308852,1384362,-1.28692,-1.02357,-5.13254,-11.41566,-11.41566,-1.28692,-1.19048,-1.49772,-1.49772
128,management,AL,0.10037,0.10037,,,5487112,5018128,,,18849570,17238500,2.92166,2.77748,10.83402,11.02865,11.02865,2.92166,3.01224,3.15617,3.15617
129,management,AGEN,1.02866,1.02864,,,-358713.8,-340121.9,17.41591,17.41568,482469.5,457457.3,-76.48018,-77.21331,,,,-76.48018,-114.0748,-203.7183,-203.7183
130,management,AAN,1.28914,1.28914,,,2633.64,2600.992,39.02427,39.02427,330347.8,326252.6,1.02774,4.79691,8.41313,1.79945,1.79945,1.02774,5.69314,1.30005,1.30005
131,management,WTR,0.12606,0.10801,20.10667,20.18609,123661.3,99583.44,13.96155,9.15834,540703.9,553756.1,2.88299,3.66055,12.10136,5.29242,9.66351,1.94242,3.83453,3.03921,2.02288
132,management,BAH,1.80253,1.72609,,,15409.11,16601.99,5.44144,5.29055,264459.1,278707.8,10.50274,9.05588,67.65172,54.29481,62.81113,10.28194,13.04621,14.93641,14.04498
133,management,AXAS,0.42638,0.3328,,,545481.1,590830,4.19551,4.00006,1407236,1368660,16.52746,-6.2502,-16.13488,41.93392,42.38797,14.36639,-7.87791,20.41403,17.73444
134,management,AVT,2.14946,2.08837,5.5388,5.23125,12356.7,6888.709,5.73275,5.7739,1263339,1196423,2.10238,2.25112,4.85529,2.55257,4.32632,1.20243,3.51404,3.02712,1.70271
135,management,ALB,0.41157,0.41157,3.17239,3.17239,79796.47,79131.5,5.89221,5.89221,603265.1,598237.8,5.44404,5.42225,13.98165,14.18618,14.18618,5.44404,6.58443,6.54193,6.54193
136,management,AIZ,0.23634,0.23634,,,26721.93,27239.44,,,697022.4,710521.1,0.90606,0.99083,7.05333,6.76457,6.76457,0.90606,,,
137,management,SAIC,1.37567,1.37567,,,9744.681,9541.667,5.93671,5.93671,271446.8,265791.7,4.93854,5.68953,22.9398,15.57547,15.57547,4.93854,7.81126,6.3391,6.3391
138,management,CAR,0.43392,0.43392,,,10066.67,10066.67,9.83065,9.83065,305733.3,305733.3,1.42874,1.18447,47.28061,56.4486,56.4486,1.42874,1.30506,1.57562,1.57562
139,management,ANG.JO,0.52199,0.52199,4.07632,4.07632,171253.8,196209.8,88.125,15.35948,1635961,1874362,5.46424,1.30588,3.02973,13.75661,13.75661,5.46424,1.49782,6.75453,6.75453
140,management,APH,0.78861,0.78861,4.41008,4.41008,15772.36,15728.38,4.66266,4.66266,111455.3,111154.1,11.1599,11.42816,27.26748,27.02374,27.02608,11.15894,14.09656,14.403,14.40176
141,management,ANTH,0,0,,,-995333.3,-1113857,,,,0,-198.0106,-139.6043,-373.0524,-635.4276,,-144.38,-213.4572,-455.1444,-523.9919
142,management,,,,,,,,,,,,,,,,,,,,
143,management,,,,,,,,,,,,,,,,,,,,
144,management,AI,0.03111,0.03111,,,1194957,1249273,2.6469,2.6469,10957130,11455180,0.33933,-0.83433,-8.95851,4.00623,4.00623,0.33933,-7.06087,3.61728,3.61728
145,management,,,,,,,,,,,,,,,,,,,,
146,management,WMC,0.05209,0.05209,,,,,2.07191,2.07191,,,1.464,0.7389,5.80959,13.18969,13.18932,1.464,0.76698,1.47735,1.47735
147,management,MPX.AX,0.06102,0.06076,1.02212,0.32582,,,12.52825,10.43059,,,-3.30914,0.17199,0.56575,-10.82085,-11.89698,-2.90096,0.27375,-5.53297,-4.93345
148,management,JKHY,0.73624,0.78428,,,42786.21,44003.91,5.11299,7.9307,244345.1,254763.7,12.892,12.80311,22.01412,19.57223,19.76011,13.54645,16.79625,16.47853,16.20909
149,management,AVAV,0.6399,0.6049,4.0636,3.16867,65669.05,50038.63,3.98362,3.35006,450249.3,457801.2,9.33295,5.00606,5.40725,6.27703,9.61721,6.61164,5.6456,10.47367,7.31873
150,management,AMKR,0.88187,0.88187,15.08546,15.08546,4053.818,4135.852,5.14554,5.14554,133971.9,136683,2.66842,3.37825,9.39563,6.37212,6.37212,2.66842,4.55138,3.54366,3.54366
151,management,,,,,,,,,,,,,,,,,,,,
152,management,AEIS,0.67176,0.67176,2.8859,2.8859,8575.44,5174.957,4.54717,4.54717,119755.3,72267.84,4.81036,16.75766,26.22487,8.79795,8.79795,4.81036,20.22286,5.89352,5.89352
153,management,Y,0.31948,0.31948,,,88638.95,82533.01,,,831492.7,774214.8,3.40574,1.68784,5.03361,10.41688,10.41688,3.40574,,,
154,management,,,,,,,,,,,,,,,,,,,,
155,management,CENX,1.2094,1.20934,5.60054,5.60024,-37174.54,-37037.04,24.07077,24.06946,885535.2,883357.4,-5.07704,-4.93984,-9.47471,-11.24409,-11.24409,-5.07046,-5.64877,-5.9786,-5.97084
156,management,ASPS,1.1513,1.1513,,,-62024.65,-88899.48,16.19987,16.19987,137849.5,197578.7,-51.80193,2.66222,10.93714,-215.674,-215.674,-51.80193,3.20748,-62.61971,-62.61971
